Cluster,Syllabification,Prop Responses,Prediction,Difference,
,D S T.R,0,0.041937344,-0.041937344,
,,,,0,
,?.?,0,,0,
,,,,0,
T Y,,,,0,
,,,,0,
,.T Y,0.681818182,0,0.681818182,
,,,,0,
,T.Y,0.136363636,1,-0.863636364,
,,,,0,
,T Y.,0,0,0,
,,,,0,
,?.?,0.181818182,,0.181818182,
,,,,0,
R T F,,,,0,
,,,,0,
,.R T F,0,0,0,
,,,,0,
,R.T F,0.045454545,0,0.045454545,
,,,,0,
,R T.F,0.954545455,1,-0.045454545,
,,,,0,
,R T F.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
L HH,,,,0,
,,,,0,
,.L HH,0.067193676,0,0.067193676,
,,,,0,
,L.HH,0.932806324,1,-0.067193676,
,,,,0,
,L HH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
R DH,,,,0,
,,,,0,
,.R DH,0,0,0,
,,,,0,
,R.DH,0.888339921,1,-0.111660079,
,,,,0,
,R DH.,0.088932806,0,0.088932806,
,,,,0,
,?.?,0.022727273,,0.022727273,
,,,,0,
N R,,,,0,
,,,,0,
,.N R,0.034090909,0,0.034090909,
,,,,0,
,N.R,0.954545455,1,-0.045454545,
,,,,0,
,N R.,0.011363636,0,0.011363636,
,,,,0,
,?.?,0,,0,
,,,,0,
N S M,,,,0,
,,,,0,
,.N S M,0,0,0,
,,,,0,
,N.S M,0.136363636,0.146703917,-0.010340281,
,,,,0,
,N S.M,0.863636364,0.853296083,0.010340281,
,,,,0,
,N S M.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
SH M,,,,0,
,,,,0,
,.SH M,0.136363636,0,0.136363636,
,,,,0,
,SH.M,0.863636364,1,-0.136363636,
,,,,0,
,SH M.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
S P R,,,,0,
,,,,0,
,.S P R,0.125,0.121457308,0.003542692,
,,,,0,
,S.P R,0.81884058,0.860211521,-0.041370941,
,,,,0,
,S P.R,0.042270531,0.018331171,0.023939361,
,,,,0,
,S P R.,0.013888889,0,0.013888889,
,,,,0,
,?.?,0,,0,
,,,,0,
S T P,,,,0,
,,,,0,
,.S T P,0.090909091,0,0.090909091,
,,,,0,
,S.T P,0.272727273,0,0.272727273,
,,,,0,
,S T.P,0.636363636,1,-0.363636364,
,,,,0,
,S T P.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
T S W,,,,0,
,,,,0,
,.T S W,0.772727273,0,0.772727273,
,,,,0,
,T.S W,0.181818182,0.996589268,-0.814771086,
,,,,0,
,T S.W,0,0.003410732,-0.003410732,
,,,,0,
,T S W.,0,0,0,
,,,,0,
,?.?,0.045454545,,0.045454545,
,,,,0,
L T R,,,,0,
,,,,0,
,.L T R,0,0,0,
,,,,0,
,L.T R,0.977272728,0.885178987,0.092093741,
,,,,0,
,L T.R,0.022727273,0.114821013,-0.092093741,
,,,,0,
,L T R.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
N SH,,,,0,
,,,,0,
,.N SH,0.022021457,0,0.022021457,
,,,,0,
,N.SH,0.95878035,1,-0.04121965,
,,,,0,
,N SH.,0.012704687,0,0.012704687,
,,,,0,
,?.?,0.006493507,,0.006493507,
,,,,0,
N CH P,,,,0,
,,,,0,
,.N CH P,0,0,0,
,,,,0,
,N.CH P,0.045454545,0,0.045454545,
,,,,0,
,N CH.P,0.90909091,1,-0.09090909,
,,,,0,
,N CH P.,0,0,0,
,,,,0,
,?.?,0.045454545,,0.045454545,
,,,,0,
M N,,,,0,
,,,,0,
,.M N,0.015151515,0,0.015151515,
,,,,0,
,M.N,0.970355731,1,-0.029644269,
,,,,0,
,M N.,0.014492754,0,0.014492754,
,,,,0,
,?.?,0,,0,
,,,,0,
R F,,,,0,
,,,,0,
,.R F,0.011705686,0,0.011705686,
,,,,0,
,R.F,0.956956088,0.945323613,0.011632474,
,,,,0,
,R F.,0.031338227,0.054676387,-0.02333816,
,,,,0,
,?.?,0,,0,
,,,,0,
R G,,,,0,
,,,,0,
,.R G,0.008893281,0,0.008893281,
,,,,0,
,R.G,0.905533597,0.960702457,-0.05516886,
,,,,0,
,R G.,0.072134387,0.039297543,0.032836844,
,,,,0,
,?.?,0.013438735,,0.013438735,
,,,,0,
S K Y,,,,0,
,,,,0,
,.S K Y,0.568181818,0.119832899,0.448348919,
,,,,0,
,S.K Y,0.409090909,0.761030455,-0.351939545,
,,,,0,
,S K.Y,0.022727273,0.119136646,-0.096409374,
,,,,0,
,S K Y.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
R S SH,,,,0,
,,,,0,
,.R S SH,0,0,0,
,,,,0,
,R.S SH,0.227272727,0,0.227272727,
,,,,0,
,R S.SH,0.727272728,1,-0.272727272,
,,,,0,
,R S SH.,0.045454545,0,0.045454545,
,,,,0,
,?.?,0,,0,
,,,,0,
N S P L,,,,0,
,,,,0,
,.N S P L,0,0,0,
,,,,0,
,N.S P L,0.272727273,0.460834656,-0.188107383,
,,,,0,
,N S.P L,0.727272727,0.539165344,0.188107383,
,,,,0,
,N S P.L,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
S P L,,,,0,
,,,,0,
,.S P L,0.090909091,0.346461389,-0.255552298,
,,,,0,
,S.P L,0.863636364,0.621050866,0.242585498,
,,,,0,
,S P.L,0.045454546,0.032487745,0.012966801,
,,,,0,
,S P L.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
D S K,,,,0,
,,,,0,
,.D S K,0,0,0,
,,,,0,
,D.S K,1,1,0,
,,,,0,
,D S.K,0,0,0,
,,,,0,
,D S K.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
S SH,,,,0,
,,,,0,
,.S SH,0.272727273,0,0.272727273,
,,,,0,
,S.SH,0.727272727,1,-0.272727273,
,,,,0,
,S SH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
G B,,,,0,
,,,,0,
,.G B,0,0,0,
,,,,0,
,G.B,0.954545455,1,-0.045454545,
,,,,0,
,G B.,0.045454545,0,0.045454545,
,,,,0,
,?.?,0,,0,
,,,,0,
R T S T,,,,0,
,,,,0,
,.R T S T,0,0,0,
,,,,0,
,R.T S T,0.090909091,0,0.090909091,
,,,,0,
,R T.S T,0.909090909,0.953231651,-0.044140742,
,,,,0,
,R T S.T,0,0.046768349,-0.046768349,
,,,,0,
,?.?,0,,0,
,,,,0,
K S P L,,,,0,
,,,,0,
,.K S P L,0.045454545,0,0.045454545,
,,,,0,
,K.S P L,0.236111111,0.521968076,-0.285856965,
,,,,0,
,K S.P L,0.68939394,0.478031924,0.211362016,
,,,,0,
,K S P.L,0.029040404,0,0.029040404,
,,,,0,
,?.?,0,,0,
,,,,0,
N D F,,,,0,
,,,,0,
,.N D F,0,0,0,
,,,,0,
,N.D F,0.181818182,0,0.181818182,
,,,,0,
,N D.F,0.818181819,1,-0.181818182,
,,,,0,
,N D F.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
F SH,,,,0,
,,,,0,
,.F SH,0.045454545,0,0.045454545,
,,,,0,
,F.SH,0.954545455,1,-0.045454545,
,,,,0,
,F SH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
Z L,,,,0,
,,,,0,
,.Z L,0.167490119,0,0.167490119,
,,,,0,
,Z.L,0.832509881,1,-0.167490119,
,,,,0,
,Z L.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
T P,,,,0,
,,,,0,
,.T P,0,0,0,
,,,,0,
,T.P,1,1,0,
,,,,0,
,T P.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
TH P,,,,0,
,,,,0,
,.TH P,0.022727273,0,0.022727273,
,,,,0,
,TH.P,0.954545455,1,-0.045454545,
,,,,0,
,TH P.,0.022727273,0,0.022727273,
,,,,0,
,?.?,0,,0,
,,,,0,
B V,,,,0,
,,,,0,
,.B V,0.111660079,0,0.111660079,
,,,,0,
,B.V,0.866600791,1,-0.13339921,
,,,,0,
,B V.,0.021739131,0,0.021739131,
,,,,0,
,?.?,0,,0,
,,,,0,
N T HH,,,,0,
,,,,0,
,.N T HH,0,0,0,
,,,,0,
,N.T HH,0.181818182,0,0.181818182,
,,,,0,
,N T.HH,0.818181818,1,-0.181818182,
,,,,0,
,N T HH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
B T,,,,0,
,,,,0,
,.B T,0,0,0,
,,,,0,
,B.T,1,1,0,
,,,,0,
,B T.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
R B L,,,,0,
,,,,0,
,.R B L,0,0,0,
,,,,0,
,R.B L,0.818181819,0.89475019,-0.076568371,
,,,,0,
,R B.L,0.136363636,0.10524981,0.031113826,
,,,,0,
,R B L.,0,0,0,
,,,,0,
,?.?,0.045454545,,0.045454545,
,,,,0,
K CH,,,,0,
,,,,0,
,.K CH,0.088965745,0,0.088965745,
,,,,0,
,K.CH,0.839064559,1,-0.160935441,
,,,,0,
,K CH.,0.071969697,0,0.071969697,
,,,,0,
,?.?,0,,0,
,,,,0,
S M,,,,0,
,,,,0,
,.S M,0.114940711,0.100892334,0.014048378,
,,,,0,
,S.M,0.870566535,0.899107666,-0.028541131,
,,,,0,
,S M.,0.014492754,0,0.014492754,
,,,,0,
,?.?,0,,0,
,,,,0,
L G R,,,,0,
,,,,0,
,.L G R,0,0,0,
,,,,0,
,L.G R,1,1,0,
,,,,0,
,L G.R,0,0,0,
,,,,0,
,L G R.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
K F,,,,0,
,,,,0,
,.K F,0,0,0,
,,,,0,
,K.F,0.954545455,1,-0.045454545,
,,,,0,
,K F.,0.045454545,0,0.045454545,
,,,,0,
,?.?,0,,0,
,,,,0,
S Y,,,,0,
,,,,0,
,.S Y,0.461791831,0,0.461791831,
,,,,0,
,S.Y,0.523056654,1,-0.476943346,
,,,,0,
,S Y.,0,0,0,
,,,,0,
,?.?,0.015151515,,0.015151515,
,,,,0,
N CH,,,,0,
,,,,0,
,.N CH,0.022397892,0,0.022397892,
,,,,0,
,N.CH,0.890487484,0.730884322,0.159603161,
,,,,0,
,N CH.,0.087114624,0.269115678,-0.182001053,
,,,,0,
,?.?,0,,0,
,,,,0,
Z M,,,,0,
,,,,0,
,.Z M,0.075428195,0,0.075428195,
,,,,0,
,Z.M,0.90942029,1,-0.09057971,
,,,,0,
,Z M.,0.007575757,0,0.007575757,
,,,,0,
,?.?,0.007575757,,0.007575757,
,,,,0,
NG K T,,,,0,
,,,,0,
,.NG K T,0.044466403,0,0.044466403,
,,,,0,
,NG.K T,0.17687747,0,0.17687747,
,,,,0,
,NG K.T,0.712450593,0.50067659,0.211774003,
,,,,0,
,NG K T.,0.066205534,0.49932341,-0.433117876,
,,,,0,
,?.?,0,,0,
,,,,0,
L G,,,,0,
,,,,0,
,.L G,0,0,0,
,,,,0,
,L.G,0.954545455,1,-0.045454545,
,,,,0,
,L G.,0.045454545,0,0.045454545,
,,,,0,
,?.?,0,,0,
,,,,0,
L M,,,,0,
,,,,0,
,.L M,0.010869565,0,0.010869565,
,,,,0,
,L.M,0.932806324,0.984007853,-0.051201529,
,,,,0,
,L M.,0.056324111,0.015992147,0.040331964,
,,,,0,
,?.?,0,,0,
,,,,0,
L D W,,,,0,
,,,,0,
,.L D W,0,0,0,
,,,,0,
,L.D W,0.111660079,0.325445816,-0.213785737,
,,,,0,
,L D.W,0.540513834,0.674554184,-0.13404035,
,,,,0,
,L D W.,0.347826087,0,0.347826087,
,,,,0,
,?.?,0,,0,
,,,,0,
P HH,,,,0,
,,,,0,
,.P HH,0.044466403,0,0.044466403,
,,,,0,
,P.HH,0.933794467,1,-0.066205534,
,,,,0,
,P HH.,0.021739131,0,0.021739131,
,,,,0,
,?.?,0,,0,
,,,,0,
P G R,,,,0,
,,,,0,
,.P G R,0.045454545,0,0.045454545,
,,,,0,
,P.G R,0.954545455,1,-0.045454545,
,,,,0,
,P G.R,0,0,0,
,,,,0,
,P G R.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
P S W,,,,0,
,,,,0,
,.P S W,0.045454545,0,0.045454545,
,,,,0,
,P.S W,0.954545455,0.740205709,0.214339746,
,,,,0,
,P S.W,0,0.259794291,-0.259794291,
,,,,0,
,P S W.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
S JH,,,,0,
,,,,0,
,.S JH,0,0,0,
,,,,0,
,S.JH,0.954545455,1,-0.045454545,
,,,,0,
,S JH.,0.045454545,0,0.045454545,
,,,,0,
,?.?,0,,0,
,,,,0,
L DH,,,,0,
,,,,0,
,.L DH,0.045454545,0,0.045454545,
,,,,0,
,L.DH,0.954545455,1,-0.045454545,
,,,,0,
,L DH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
S F,,,,0,
,,,,0,
,.S F,0.026666667,0,0.026666667,
,,,,0,
,S.F,0.943030303,1,-0.056969697,
,,,,0,
,S F.,0.03030303,0,0.03030303,
,,,,0,
,?.?,0,,0,
,,,,0,
S L,,,,0,
,,,,0,
,.S L,0.358848108,0.401958325,-0.043110217,
,,,,0,
,S.L,0.628164879,0.598041675,0.030123204,
,,,,0,
,S L.,0.012987013,0,0.012987013,
,,,,0,
,?.?,0,,0,
,,,,0,
N S K R,,,,0,
,,,,0,
,.N S K R,0.015151515,0,0.015151515,
,,,,0,
,N.S K R,0.787878788,0.594985535,0.192893253,
,,,,0,
,N S.K R,0.181818182,0.405014465,-0.223196283,
,,,,0,
,N S K.R,0.015151515,0,0.015151515,
,,,,0,
,?.?,0,,0,
,,,,0,
L F R,,,,0,
,,,,0,
,.L F R,0.015151515,0,0.015151515,
,,,,0,
,L.F R,0.863636364,0.948561514,-0.08492515,
,,,,0,
,L F.R,0.075757575,0.051438486,0.024319089,
,,,,0,
,L F R.,0.015151515,0,0.015151515,
,,,,0,
,?.?,0.03030303,,0.03030303,
,,,,0,
R P,,,,0,
,,,,0,
,.R P,0.021739131,0,0.021739131,
,,,,0,
,R.P,0.919631093,0.946198619,-0.026567526,
,,,,0,
,R P.,0.058629776,0.053801381,0.004828395,
,,,,0,
,?.?,0,,0,
,,,,0,
N Z M,,,,0,
,,,,0,
,.N Z M,0,0,0,
,,,,0,
,N.Z M,0.067193676,0,0.067193676,
,,,,0,
,N Z.M,0.932806324,1,-0.067193676,
,,,,0,
,N Z M.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
CH S T,,,,0,
,,,,0,
,.CH S T,0.090909091,0,0.090909091,
,,,,0,
,CH.S T,0.818181818,1,-0.181818182,
,,,,0,
,CH S.T,0.090909091,0,0.090909091,
,,,,0,
,CH S T.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
K S CH,,,,0,
,,,,0,
,.K S CH,0.033596838,0,0.033596838,
,,,,0,
,K.S CH,0.280632411,0,0.280632411,
,,,,0,
,K S.CH,0.674407115,1,-0.325592885,
,,,,0,
,K S CH.,0.011363636,0,0.011363636,
,,,,0,
,?.?,0,,0,
,,,,0,
L D F,,,,0,
,,,,0,
,.L D F,0,0,0,
,,,,0,
,L.D F,0.022727273,0,0.022727273,
,,,,0,
,L D.F,0.977272728,1,-0.022727273,
,,,,0,
,L D F.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
B Z,,,,0,
,,,,0,
,.B Z,0.066205534,0,0.066205534,
,,,,0,
,B.Z,0.933794467,1,-0.066205534,
,,,,0,
,B Z.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
NG S P,,,,0,
,,,,0,
,.NG S P,0,0,0,
,,,,0,
,NG.S P,1,1,0,
,,,,0,
,NG S.P,0,0,0,
,,,,0,
,NG S P.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
B S T,,,,0,
,,,,0,
,.B S T,0.056818182,0,0.056818182,
,,,,0,
,B.S T,0.90909091,1,-0.090909091,
,,,,0,
,B S.T,0.034090909,0,0.034090909,
,,,,0,
,B S T.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
S T F,,,,0,
,,,,0,
,.S T F,0.045454545,0,0.045454545,
,,,,0,
,S.T F,0.045454545,0,0.045454545,
,,,,0,
,S T.F,0.90909091,1,-0.09090909,
,,,,0,
,S T F.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
D S P R,,,,0,
,,,,0,
,.D S P R,0.045454545,0,0.045454545,
,,,,0,
,D.S P R,0.954545455,1,-0.045454545,
,,,,0,
,D S.P R,0,0,0,
,,,,0,
,D S P.R,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
TH K W,,,,0,
,,,,0,
,.TH K W,0,0,0,
,,,,0,
,TH.K W,0.045454545,1,-0.954545455,
,,,,0,
,TH K.W,0.954545455,0,0.954545455,
,,,,0,
,TH K W.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
N N,,,,0,
,,,,0,
,.N N,0.190144928,0,0.190144928,
,,,,0,
,N.N,0.755362319,1,-0.244637681,
,,,,0,
,N N.,0.014492754,0,0.014492754,
,,,,0,
,?.?,0.04,,0.04,
,,,,0,
M HH,,,,0,
,,,,0,
,.M HH,0.045454545,0,0.045454545,
,,,,0,
,M.HH,0.045454545,1,-0.954545455,
,,,,0,
,M HH.,0.90909091,0,0.90909091,
,,,,0,
,?.?,0,,0,
,,,,0,
D Z M,,,,0,
,,,,0,
,.D Z M,0.022727273,0,0.022727273,
,,,,0,
,D.Z M,0.090909091,0,0.090909091,
,,,,0,
,D Z.M,0.886363637,0,0.886363637,
,,,,0,
,D Z M.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
D M,,,,0,
,,,,0,
,.D M,0.026086957,0,0.026086957,
,,,,0,
,D.M,0.965217391,1,-0.034782609,
,,,,0,
,D M.,0.008695652,0,0.008695652,
,,,,0,
,?.?,0,,0,
,,,,0,
L S,,,,0,
,,,,0,
,.L S,0.01242236,0,0.01242236,
,,,,0,
,L.S,0.957795031,0.987823057,-0.030028026,
,,,,0,
,L S.,0.029782609,0.012176943,0.017605665,
,,,,0,
,?.?,0,,0,
,,,,0,
S T M,,,,0,
,,,,0,
,.S T M,0,0,0,
,,,,0,
,S.T M,0.075098814,0,0.075098814,
,,,,0,
,S T.M,0.924901186,1,-0.075098814,
,,,,0,
,S T M.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
Z B,,,,0,
,,,,0,
,.Z B,0,0,0,
,,,,0,
,Z.B,1,1,0,
,,,,0,
,Z B.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
P B,,,,0,
,,,,0,
,.P B,0.27140975,0,0.27140975,
,,,,0,
,P.B,0.713438735,1,-0.286561265,
,,,,0,
,P B.,0.015151515,0,0.015151515,
,,,,0,
,?.?,0,,0,
,,,,0,
Z P R,,,,0,
,,,,0,
,.Z P R,0.090909091,0,0.090909091,
,,,,0,
,Z.P R,0.909090909,1,-0.090909091,
,,,,0,
,Z P.R,0,0,0,
,,,,0,
,Z P R.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
M TH,,,,0,
,,,,0,
,.M TH,0,0,0,
,,,,0,
,M.TH,1,1,0,
,,,,0,
,M TH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
NG K L,,,,0,
,,,,0,
,.NG K L,0,0,0,
,,,,0,
,NG.K L,0.409090909,0.25798212,0.151108789,
,,,,0,
,NG K.L,0.590909091,0.74201788,-0.151108789,
,,,,0,
,NG K L.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
TH L,,,,0,
,,,,0,
,.TH L,0.134387352,0,0.134387352,
,,,,0,
,TH.L,0.865612648,1,-0.134387352,
,,,,0,
,TH L.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
NG K R,,,,0,
,,,,0,
,.NG K R,0,0,0,
,,,,0,
,NG.K R,0.318181818,0.20585238,0.112329438,
,,,,0,
,NG K.R,0.681818182,0.79414762,-0.112329438,
,,,,0,
,NG K R.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
DH M,,,,0,
,,,,0,
,.DH M,0.090909091,0,0.090909091,
,,,,0,
,DH.M,0.863636364,1,-0.136363636,
,,,,0,
,DH M.,0.045454545,0,0.045454545,
,,,,0,
,?.?,0,,0,
,,,,0,
P G,,,,0,
,,,,0,
,.P G,0,0,0,
,,,,0,
,P.G,1,1,0,
,,,,0,
,P G.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
L K HH,,,,0,
,,,,0,
,.L K HH,0,0,0,
,,,,0,
,L.K HH,0.409090909,0,0.409090909,
,,,,0,
,L K.HH,0.590909091,1,-0.409090909,
,,,,0,
,L K HH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
R K R,,,,0,
,,,,0,
,.R K R,0,0,0,
,,,,0,
,R.K R,0.742424243,0.653540807,0.088883436,
,,,,0,
,R K.R,0.257575757,0.346459193,-0.088883436,
,,,,0,
,R K R.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
R S L,,,,0,
,,,,0,
,.R S L,0,0,0,
,,,,0,
,R.S L,0.545454545,0.653878232,-0.108423686,
,,,,0,
,R S.L,0.454545455,0.346121768,0.108423686,
,,,,0,
,R S L.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
L P T,,,,0,
,,,,0,
,.L P T,0,0,0,
,,,,0,
,L.P T,0.227272727,0,0.227272727,
,,,,0,
,L P.T,0.727272728,0.474358974,0.252913753,
,,,,0,
,L P T.,0.045454545,0.525641026,-0.480186481,
,,,,0,
,?.?,0,,0,
,,,,0,
NG K SH,,,,0,
,,,,0,
,.NG K SH,0.044137022,0,0.044137022,
,,,,0,
,NG.K SH,0.556653492,0,0.556653492,
,,,,0,
,NG K.SH,0.399209486,1,-0.600790514,
,,,,0,
,NG K SH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
L D L,,,,0,
,,,,0,
,.L D L,0,0,0,
,,,,0,
,L.D L,0.153162055,0,0.153162055,
,,,,0,
,L D.L,0.505928854,1,-0.494071146,
,,,,0,
,L D L.,0.340909091,0,0.340909091,
,,,,0,
,?.?,0,,0,
,,,,0,
K S T B,,,,0,
,,,,0,
,.K S T B,0,0,0,
,,,,0,
,K.S T B,0,0,0,
,,,,0,
,K S.T B,0.045454545,0,0.045454545,
,,,,0,
,K S T.B,0.954545455,1,-0.045454545,
,,,,0,
,?.?,0,,0,
,,,,0,
JH L,,,,0,
,,,,0,
,.JH L,0.272727273,0,0.272727273,
,,,,0,
,JH.L,0.727272727,1,-0.272727273,
,,,,0,
,JH L.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
N K L,,,,0,
,,,,0,
,.N K L,0,0,0,
,,,,0,
,N.K L,0.988636364,1,-0.011363636,
,,,,0,
,N K.L,0.011363636,0,0.011363636,
,,,,0,
,N K L.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
T S M,,,,0,
,,,,0,
,.T S M,0.090909091,0,0.090909091,
,,,,0,
,T.S M,0.082727273,0.968693775,-0.885966502,
,,,,0,
,T S.M,0.826363637,0.031306225,0.795057411,
,,,,0,
,T S M.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
NG T,,,,0,
,,,,0,
,.NG T,0,0,0,
,,,,0,
,NG.T,1,1,0,
,,,,0,
,NG T.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
B S K R,,,,0,
,,,,0,
,.B S K R,0.090909091,0,0.090909091,
,,,,0,
,B.S K R,0.818181818,1,-0.181818182,
,,,,0,
,B S.K R,0.090909091,0,0.090909091,
,,,,0,
,B S K.R,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
K P,,,,0,
,,,,0,
,.K P,0,0,0,
,,,,0,
,K.P,1,1,0,
,,,,0,
,K P.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
R K S M,,,,0,
,,,,0,
,.R K S M,0,0,0,
,,,,0,
,R.K S M,0,0,0,
,,,,0,
,R K.S M,0.318181818,0.391608392,-0.073426574,
,,,,0,
,R K S.M,0.681818182,0.608391608,0.073426574,
,,,,0,
,?.?,0,,0,
,,,,0,
R R,,,,0,
,,,,0,
,.R R,0.090909091,0,0.090909091,
,,,,0,
,R.R,0.863636364,1,-0.136363636,
,,,,0,
,R R.,0.045454545,0,0.045454545,
,,,,0,
,?.?,0,,0,
,,,,0,
N D S,,,,0,
,,,,0,
,.N D S,0,0,0,
,,,,0,
,N.D S,0.136363636,0,0.136363636,
,,,,0,
,N D.S,0.863636364,1,-0.136363636,
,,,,0,
,N D S.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
P F R,,,,0,
,,,,0,
,.P F R,0.136363636,0,0.136363636,
,,,,0,
,P.F R,0.772727273,1,-0.227272727,
,,,,0,
,P F.R,0.090909091,0,0.090909091,
,,,,0,
,P F R.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
N D CH,,,,0,
,,,,0,
,.N D CH,0,0,0,
,,,,0,
,N.D CH,0.318181818,0,0.318181818,
,,,,0,
,N D.CH,0.681818182,1,-0.318181818,
,,,,0,
,N D CH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
N D SH,,,,0,
,,,,0,
,.N D SH,0.022727273,0,0.022727273,
,,,,0,
,N.D SH,0.175889328,0,0.175889328,
,,,,0,
,N D.SH,0.801383399,1,-0.198616601,
,,,,0,
,N D SH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
N F Y,,,,0,
,,,,0,
,.N F Y,0.045454545,0,0.045454545,
,,,,0,
,N.F Y,0.954545455,1,-0.045454545,
,,,,0,
,N F.Y,0,0,0,
,,,,0,
,N F Y.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
L W,,,,0,
,,,,0,
,.L W,0,0,0,
,,,,0,
,L.W,0.988636364,1,-0.011363636,
,,,,0,
,L W.,0.011363636,0,0.011363636,
,,,,0,
,?.?,0,,0,
,,,,0,
R D Z M,,,,0,
,,,,0,
,.R D Z M,0,0,0,
,,,,0,
